prod-descr;prod-marca;prod-comentario;prod-aval
 SkinCeuticals  UV Oil Defense FPS 80 - Protetor Solar com Cor 40g ; SkinCeuticals ;Perfeito! Espalha bem pele, ficando sequinha aveludada. Melhor protetor solar rosto. Vale cada centavo.;4.8
 SkinCeuticals  UV Oil Defense FPS 80 - Protetor Solar com Cor 40g ; SkinCeuticals ;recomendado dermatologista, rosácea uso base. Gostei muito.;4.8
 SkinCeuticals  UV Oil Defense FPS 80 - Protetor Solar com Cor 40g ; SkinCeuticals ;Ganhei amostra gostei tanto comprei depois. excelente, toque bastante aveludado sequinho. Consegue esconder pequenas manchinhas.;4.8
 SkinCeuticals  UV Oil Defense FPS 80 - Protetor Solar com Cor 40g ; SkinCeuticals ;sequinho, nada oleoso.;4.8
 SkinCeuticals  UV Oil Defense FPS 80 - Protetor Solar com Cor 40g ; SkinCeuticals ;surpreendeu produto segura bem oleosidade, passei todo dia nao ficou oleoso. maquiagem adaptou bem. Pontos negativos, produto denso dificil aplicar, esperava algo fluído. relaçao cor utilizo regra dois dedos quantidade protetor nao adapta bem deixou pele escura textura ficou dificil espalhar bem rosto pescoço. Existem outros protetores melhores preço oferecem resultado melhor;4.8
 Sunmax  Fluid FPS 55 - Protetor Solar 60ml ; Sunmax ;rende deixa pele oleosa;4.6
 Sunmax  Fluid FPS 55 - Protetor Solar 60ml ; Sunmax ;adoro protetor, pra pele oleosa fantástico, textura leve suave, absorve bem pele, rende bastante.;4.6
 Sunmax  Fluid FPS 55 - Protetor Solar 60ml ; Sunmax ;Infelizmente funcionou pra mim. Comprei específico pele oleosa, efeito bom. textura ficou gordurosa pele brilhando ainda mais... achei pegajoso deixa pele esbranquiçada. dá pra usar protetor solar diário, máximo dá pra usar praia.;4.6
 Sunmax  Fluid FPS 55 - Protetor Solar 60ml ; Sunmax ;bom custo benefício, comparado outras marcas. gosto fato uso adulto infantil, pois assim uso filha preocupação. acho fica oleoso hora aplica. tempo brilho some, hora bem evidente.;4.6
 Sunmax  Fluid FPS 55 - Protetor Solar 60ml ; Sunmax ;bom, super fluido pele fica sequinha longo tempo.;4.6
 Sunmax  Intense FPS60 - Protetor Solar Facial 120g ; Sunmax ;gostei , desenvolvi algum tipo reação, pois pele aderiu muitas espinhas apos uso;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 120g ; Sunmax ;Excelente;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 120g ; Sunmax ;Excelente Produto amoo…;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 120g ; Sunmax ;Excelente produto, deixa pele oleosa, rápida absorção. comprei 2°unidade, indicação dermato ???;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 120g ; Sunmax ;Ótimo protetor, hidrata bastante pele.;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 200g ; Sunmax ;Ótimo protetor, hidrata bastante pele.;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 200g ; Sunmax ;Excelente Produto amoo…;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 200g ; Sunmax ;Excelente;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 200g ; Sunmax ;gostei , desenvolvi algum tipo reação, pois pele aderiu muitas espinhas apos uso;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 200g ; Sunmax ;Excelente produto, deixa pele oleosa, rápida absorção. comprei 2°unidade, indicação dermato ???;4.5
 Sunmax  Intense FPS60 - Protetor Solar Facial 60g ; Sunmax ;Excelente;5.0
 Sunmax  Intense FPS60 - Protetor Solar Facial 60g ; Sunmax ;Excelente Produto amoo…;5.0
 Sunmax  Intense FPS60 - Protetor Solar Facial 60g ; Sunmax ;Excelente produto, deixa pele oleosa, rápida absorção. comprei 2°unidade, indicação dermato ???;5.0
 Sunmax  Intense FPS60 - Protetor Solar Facial 60g ; Sunmax ;Ótimo protetor, hidrata bastante pele.;5.0
 Sunmax  Intense FPS60 - Protetor Solar Facial 60g ; Sunmax ;Maravilhoso! oleoso deixa pele bem hidratada.;5.0
 Sunmax  Sensitive FPS 30 - Protetor Solar 160ml ; Sunmax ;Protetor leve, oleoso, espalha bem . Recomendo.;4.2
 Sunmax  Sensitive FPS 30 - Protetor Solar 160ml ; Sunmax ;quwrido meio seboso;4.2
 Sunmax  Sensitive FPS 30 - Protetor Solar 160ml ; Sunmax ;Achei oleoso. Deixa rosto todo branco.;4.2
 Sunmax  Sensitive FPS 30 - Protetor Solar 160ml ; Sunmax ;PRODUTO OTIMA QUALIDADE;4.2
 Sunmax  Sensitive FPS 30 - Protetor Solar 160ml ; Sunmax ;Ótimo preço.;4.2
 Sunmax  Sensitive FPS 50 - Protetor Solar 25ml ; Sunmax ;protetor solar bemm líquido. deixa pele esbranquiçada rende bem. pele mista sensível, compraria novamente ter deixado pele aspecto oleoso, dias calor condições usar...;4.3
 Sunmax  Sensitive FPS 50 - Protetor Solar 25ml ; Sunmax ;Adoro protetor, irrita olhos, rende bastante.;4.3
 Sunmax  Sensitive FPS 50 - Protetor Solar 25ml ; Sunmax ;amo. irrita pele olhos. Fica cara bem esbranquiçada, some, porém, dá pra saber comportaria pele negra. primeira vez passei estranhei bastante porque ficou bem branco. Pouca quantidade rende rosto todo.;4.3
 Sunmax  Sensitive FPS 50 - Protetor Solar 25ml ; Sunmax ;único protetor solar avó adequou pele sensível fininha;4.3
 UMBRELLA  Umbrella Intelligent FPS 99 - Protetor Solar Facial 50g ; UMBRELLA ;Textura ótima. Ótimo produto quer proteção dentro ambientes.;4.7
 UMBRELLA  Umbrella Intelligent FPS 99 - Protetor Solar Facial 50g ; UMBRELLA ;Adoro protetor fator proteção alto deixa pele oleosa, ótimo usa ácidos precisam proteger sol.;4.7
 UMBRELLA  Umbrella Intelligent FPS 99 - Protetor Solar Facial 50g ; UMBRELLA ;Uso protetor quase 2 anos, indicado dermo. notei q manchas melasma, progrediram, clarearam mais. Vale pena pagar produto maravilhoso qualidade.;4.7
 Umbrella  Intelligent Fluido FPS 50 - Protetor Solar Facial 50g ; Umbrella ;gente, ganhei umas amostras desse protetor simplesmente apaixonada! pele oleosa protetor nao fica grudento brilhoso! Outra vantagem nao arde pele olhos! SUPER APROVADO!;5.0
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;protetor solar simplesmente maravilhoso! Deixa pele sedosa, fica oleoso, sequinho, deixa pele ressecada. cor clara fica ótima pra mim, claro. ajusta bem pele. amo fico sem.;4.6
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Adoro protetor ,textura leve cobre pequenas imperfeições pele;4.6
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Base maravilhosa, sequinha, fica linda pele além proteger sol, recomendo.;4.6
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Várias dermatos indicando, pode propaganda! oleoso. adere pele, transfere horrores pingar água, escorre. caro oferece.;4.6
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Comprei protetor altas expectativas decepcionei, derreteu pele. Moro cidade quente sempre passo ele, primeira vez suei, protetor Umbrella escorreu, passar mao entao, ai nao fica nada protetor. Bem triste expeciencia, pele oleosa. unico realmente nao escorre Bioderma Cover Touch.;4.6
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;protetor maravilhoso!!;4.7
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Comprei protetor altas expectativas decepcionei, derreteu pele. Moro cidade quente sempre passo ele, primeira vez suei, protetor Umbrella escorreu, passar mao entao, ai nao fica nada protetor. Bem triste expeciencia, pele oleosa. unico realmente nao escorre Bioderma Cover Touch.;4.7
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Várias dermatos indicando, pode propaganda! oleoso. adere pele, transfere horrores pingar água, escorre. caro oferece.;4.7
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Base maravilhosa, sequinha, fica linda pele além proteger sol, recomendo.;4.7
 Umbrella  Perfect Skin Tom Claro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;protetor solar simplesmente maravilhoso! Deixa pele sedosa, fica oleoso, sequinho, deixa pele ressecada. cor clara fica ótima pra mim, claro. ajusta bem pele. amo fico sem.;4.7
 Umbrella  Perfect Skin Tom Escuro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Amei produto, superou expectativas!;4.1
 Umbrella  Perfect Skin Tom Escuro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;falta variedade tons protetor problema, ficou claro pele, nada conseguisse disfarçar pó blush. pump funcionando, precisei desentupir agulha.;4.1
 Umbrella  Perfect Skin Tom Escuro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;"Arrisquei compra tom escuro arrependi. cor ""escura"" média clara. morena clara, uso tom 3 protetor la roche ultra cover atendeu perfeitamente. Então, tom escuro atenderá peles escuras. resto, textura ótima, viço bonito. Valeu preço promocional.";4.1
 Umbrella  Perfect Skin Tom Escuro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;Gostei produto;4.1
 Umbrella  Perfect Skin Tom Escuro FPS 50 - Protetor Solar Facial 50g ; Umbrella ;cobertura bonita, fixação boa. Derrete rosto calor transfere, uso pó banana fixador. vou poder usar dias frios maquiagem desmanche. Custo benefício desfavorável;4.1
 Vichy  Capital Soleil FPS60 Cor 2.0 - Protetor Solar com Cor 40g ; Vichy ;Produto transfere, esfarela produto algum pele, recomendo.;3.5
 Vichy  Capital Soleil FPS60 Cor 2.0 - Protetor Solar com Cor 40g ; Vichy ;Apesar gostar marca ter excelente cobertura, pele fica manchada produto transfere muito! Pele oleosa aspecto derretido. recomendo. pele mista seca.;3.5
 Vichy  Capital Soleil FPS60 Cor 2.0 - Protetor Solar com Cor 40g ; Vichy ;nao deixa pele oleosa, pele fica sequinha, produto otimo gosta protetor solar cor. recomendo;3.5
 Vichy  Capital Soleil FPS60 Cor 2.0 - Protetor Solar com Cor 40g ; Vichy ;Excelente cobertura!;3.5
 Vichy  Capital Soleil FPS60 Cor 3.0 - Protetor Solar com Cor 40g ; Vichy ;Produto transfere, esfarela produto algum pele, recomendo.;3.0
 Vichy  Capital Soleil FPS60 Cor 3.0 - Protetor Solar com Cor 40g ; Vichy ;Excelente cobertura!;3.0
 Vichy  Capital Soleil FPS60 Cor 3.0 - Protetor Solar com Cor 40g ; Vichy ;Apesar gostar marca ter excelente cobertura, pele fica manchada produto transfere muito! Pele oleosa aspecto derretido. recomendo. pele mista seca.;3.0
 Vichy  Capital Soleil FPS60 Cor 5.0 - Protetor Solar com Cor 40g ; Vichy ;Apesar gostar marca ter excelente cobertura, pele fica manchada produto transfere muito! Pele oleosa aspecto derretido. recomendo. pele mista seca.;3.5
 Vichy  Capital Soleil FPS60 Cor 5.0 - Protetor Solar com Cor 40g ; Vichy ;Produto transfere, esfarela produto algum pele, recomendo.;3.5
 Vichy  Capital Soleil FPS60 Cor 5.0 - Protetor Solar com Cor 40g ; Vichy ;nao deixa pele oleosa, pele fica sequinha, produto otimo gosta protetor solar cor. recomendo;3.5
 Vichy  Capital Soleil FPS60 Cor 5.0 - Protetor Solar com Cor 40g ; Vichy ;Excelente cobertura!;3.5
 Vichy  Capital Soleil Hydra-Matte FPS50 - Protetor Solar Facial 30ml ; Vichy ;pele mista, espera mate. verdade acho senti falta “oil control” acostjmada usar roc minesol, bom, quer efeito mate opte outro. geral irrita, deixa pele branca sinto hidrata.;4.8
 Vichy  Capital Soleil Hydra-Matte FPS50 - Protetor Solar Facial 30ml ; Vichy ;Indicado dermatologista simplesmente maravilhoso sofro pele oleosa acne ajuda muito. seca brilho tempo.;4.8
 Vichy  Capital Soleil Hydra-Matte FPS50 - Protetor Solar Facial 30ml ; Vichy ;entrega ocorreu perfeitamente, antes prazo inclusive, protetor gostei, esfarela fácil, usar nenhum pigmento ele, colocar base após, ir arrumando pq fica cheio marcas vai esfarelando, cheiro agradou. Sei marca qualidade valor considerando vem apenas 30 ml acredito ter outro protetores tão bons quanto adaptam melhor pele.;4.8
 Vichy  Capital Soleil Hydra-Matte FPS50 - Protetor Solar Facial 30ml ; Vichy ;amanado usar ele, toque bem seco, procurando protetor solar rosto, gostando usar pois cumpre prometido!;4.8
 Vichy  Capital Soleil Hydra-Matte FPS50 - Protetor Solar Facial 30ml ; Vichy ;Gente achei perfeito, comprei pequeno. chegou achei mini kkk porém rende muito, além sequinho;4.8
 Vichy  Capital Soleil Hydra-Matte FPS50 - Protetor Solar Facial 30ml ; Vichy ;bom! Excelente peles oleosas;4.8
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;Ganhei amostrinha fiquei apaixonada comprei assim pintou promo aqui site. Deixou pele sequinha, cheirinho agradável, recomendo.;4.9
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;impactada! Apesar bem fluido tomar cuidado pra escorrer. fica branco, fica melado! pele fica linda. Simplesmente PERFEITO!;4.9
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;produtos Vichy ótimos! protetor solar espalha bem, fica sequinho rende bastante! Vale pena investimento!;4.9
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;Melhor protetor usei vida !!;4.9
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;Excelente.;4.9
 Vichy  UV-Age Daily Sem Cor FPS 60 - Protetor Solar Facial 40g ; Vichy ;sequinho nao deixa pele cinza;4.9
 Vichy  V Capital Soileil Hydra-Matte FPS50 2.0 - Protetor Solar Facial com Cor 30g ; Vichy ;maravilhoso!;4.2
 Vichy  V Capital Soileil Hydra-Matte FPS50 2.0 - Protetor Solar Facial com Cor 30g ; Vichy ;cheiro desse protetor incrível! Super sequinho deixa rosto uniforme.;4.2
 Vichy  V Capital Soileil Hydra-Matte FPS50 2.0 - Protetor Solar Facial com Cor 30g ; Vichy ;Adorei cobertura - média, perfeita dia dia. Além disso bem sequinho, deixar pele marcada. pele bem seca senti ficou pouco hidratada. tempo, oleoso pesou. cor deu bem certo.;4.2
 Vichy  V Capital Soileil Hydra-Matte FPS50 2.0 - Protetor Solar Facial com Cor 30g ; Vichy ;protetor cor preferido, testura leve fácil espalhar, controla bem oleosidade, cobertura acho perfeita dia dia pois deixa bonita aspecto pesado. ótimo custo benefício. Entrega super rápida tbm.;4.2
 Vichy  V Capital Soileil Hydra-Matte FPS50 2.0 - Protetor Solar Facial com Cor 30g ; Vichy ;Achei tom escuro, comprei proposta sequinha, porém aguentou calor cidade fica aspecto úmida derretendo.;4.2
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;Protetor perfeito uso antes realmente pele fica sequinha deixa branco gosto muito.;4.5
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;bim, oleoso fragrância agradável;4.5
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;Ótimo;4.5
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;Pele fica sequinha uniforme, nenhum aspecto oleoso.;4.5
 Vult  Care FPS 50 - Multiprotetor Solar Facial 30g ; Vult ;Achei líquido ,não sei indicaria produto;4.5
 o Boticário  Boti.Sun Ultra Fluido FPS 70 - Protetor Solar Facial Antioxidante 10ml ; o Boticário ;;0.0
 o Boticário  Botik Vitamina C FPS 50 - Gel Creme Multiprotetor 40g ; o Boticário ;bom;5.0
 o Boticário  Botik Vitamina C FPS 50 - Gel Creme Multiprotetor 40g ; o Boticário ;amando,produto maravilhoso,a pele fica incrivelmente iluminada. pesar deixar oleosa.;5.0
 o Boticário  Botik Ácido Hialurônico Fluido FPS50 - Protetor Solar Facial 40ml ; o Boticário ;;0.0
 o Boticário  Botik Ácido Hialurônico Multiprotetor Fluído FPS 50 - Protetor Solar Facial 30ml ; o Boticário ;amei! perfeito, textura, nao deixa pele oleosa, sensação hidratasa! Amei, super recomendo;5.0
 o Boticário  Botik Ácido Hialurônico Multiprotetor Fluído FPS 50 - Protetor Solar Facial 30ml ; o Boticário ;surpreendeu muito. fácil espalhar, fica oleoso, fica esbranquiçado, esfarrela arde olhos. pele fica viço agradável derrete sol forte. Compraria novo, certeza. Ah, cheiro. pele seca sensível.;5.0
