prod_descricao;prod_marca;prod_detalhe;prod_fps
Sabonete Facial Neutrogena Deep Clean Gel Grapefruit - 150g; Neutrogena;O que é e para que serve?  Um Sabonete Líquido Facial para uso diário, sua fórmula combina o ativo Beta-Hidróxido e o extrato natural de grapefruit. Limpa profundamente os poros e remove 99% da oleosidade e impurezas deixando a pele ultralimpa e fresca todos os dias.  Benefícios e diferenciais:  -Limpa profundamente os poros: remove 99% das impurezas  -Reduz o brilho e a oleosidade da pele -Fórmula com beta-hidróxido e extrato natural de grapefruit: pele ultralimpa e fresca -Sem álcool, sem sabão, sem parabenos e sem óleos -Ideal para peles mistas e oleosas  Como usar:  Aplique o produto sobre o rosto úmido e massageie até formar uma espuma cremosa. Enxágue com água em abundância. Para uso diário.  Precauções:  Uso externo. Não ingerir. Evite contato com os olhos. Caso isso aconteça enxágue com água em abundância. Não usar em crianças. Em caso de irritação ou alergia, descontinuar o uso. Conservar fora do alcance de crianças em local seco e fresco. Recomenda-se o uso de protetor solar diariamente.  Sobre a marca:: Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil.  A Johnson & Johnson do Brasil iniciou suas atividades em 1933, no bairro da Mooca, em São Paulo. À época, a companhia tinha como principal objetivo suprir o mercado brasileiro com produtos de uso hospitalar e doméstico, como algodão, gaze, esparadrapo, compressas cirúrgicas, entre outros. Com o passar dos anos, foram ganhando um DNA especialmente brasileiro que refletiu-se em descobrir as necessidades deste mercado, trazendo inovação, investindo em infraestrutura e apostando nas particularidades do país.;0
Sabonete Líquido Facial Neutrogena - Purified Skin - 150g; Neutrogena;O que é e para que serve?  Um Gel de Limpeza Facial com Ácido Glicólico, proporciona a renovação celular da pele desde o primeiro uso. Com fórmula suave que respeita o pH da pele, proporciona uma sensação de suavidade e frescor.   Benefícios e diferenciais:  -Limpeza purificante e profunda: elimina as impurezas e toxinas -Reduz a oleosidade da pele com uso contínuo -Desobstrução profunda dos poros -Respeita o pH da pele: não agride a pele, limpa sem deixar a sensação de ressecamento -Com ácido glicólico: limpeza profunda e renovação celular  -Dermatologicamente testado  Como usar:  Aplique o produto sobre o rosto úmido e massageie até formar uma espuma cremosa. Enxágue com água em abundância. Para uso diário.  Composição:  -Ácido Glicólico: promove a renovação celular com o uso contínuo.  Precauções:  Não aplicar nas pálpebras e ao redor dos olhos. Enxaguar imediatamente a pele após a aplicação. Não insistir no uso contínuo, caso ocorra algum efeito indesejável. Durante a primeira semana de uso, aplicar pequenas quantidades de produto, em dias alternados. Uma leve sensação de ardor, pinicação ou ressecamento da pele poderá ser observada nas primeiras aplicações. Manter fora do alcance de crianças. Não ingerir. Em caso de contato acidental com os olhos, enxaguar abundantemente. Havendo irritações, suspenda o uso e procure por orientação médica.;0
Sabonete Líquido Facial Neutrogena - Purified Skin - 60g; Neutrogena;O que é e para que serve?  Um Gel de Limpeza Facial com Ácido Glicólico, proporciona a renovação celular da pele desde o primeiro uso. Com fórmula suave que respeita o pH da pele, proporciona uma sensação de suavidade e frescor.   Benefícios e diferenciais:  -Limpeza purificante e profunda: elimina as impurezas e toxinas -Reduz a oleosidade da pele com uso contínuo -Desobstrução profunda dos poros -Respeita o pH da pele: não agride a pele, limpa sem deixar a sensação de ressecamento -Com ácido glicólico: limpeza profunda e renovação celular  -Dermatologicamente testado  Como usar:  Aplique o produto sobre o rosto úmido e massageie até formar uma espuma cremosa. Enxágue com água em abundância. Para uso diário.  Composição:  -Ácido Glicólico: promove a renovação celular com o uso contínuo.  Precauções:  Não aplicar nas pálpebras e ao redor dos olhos. Enxaguar imediatamente a pele após a aplicação. Não insistir no uso contínuo, caso ocorra algum efeito indesejável. Durante a primeira semana de uso, aplicar pequenas quantidades de produto, em dias alternados. Uma leve sensação de ardor, pinicação ou ressecamento da pele poderá ser observada nas primeiras aplicações. Manter fora do alcance de crianças. Não ingerir. Em caso de contato acidental com os olhos, enxaguar abundantemente. Havendo irritações, suspenda o uso e procure por orientação médica.;0
Sabonete Líquido Facial SkinCeuticals - Blemish Cleansing Gel - 60g; Skinceuticals;"SkinCeuticals Blemish Cleansing Gel:  Gel de limpeza facial da SkinCeuticals promove um efeito refrescante com fórmula exclusiva ideal para peles oleosas e peles com acnes, combinando ativos potentes que auxiliam na limpeza de pele profunda diária e no cuidado com a pele.  Benefícios: Remove a oleosidade em excesso, por conta de sua ação que descongestiona os poros; Diminui o aspecto brilhoso de peles oleosas; Ajuda na prevenção do aparecimento de acnes; Limpa e remove impurezas profundas  3,5% ÁCIDO GLICÓLICO: Elimina o acúmulo das células mortas proporcionando uma refrescante limpeza facial profunda. Além disso, suaviza a superfície cutânea e melhora a uniformidade 0,2% ÁCIDO SALICÍLICO: Ajuda a prevenir o reaparecimento de acne; 0,2% LHA: Composto derivado do Ácido Salicílico, que promove o controle de oleosidade, esfoliando suavemente a pele, descongestionando os poros obstruídos e uniformizando a superfície da pele.""  • Descongestionamento dos poros • Redução da oleosidade • Remoção das impurezas • Sensação refrescante""";0
SkinCeuticals UV Oil Defense Kit com 2 Unidades – Protetor Solar Facial FPS80 – 40g - Kit; Skinceuticals;"O Kit Contém: 1 – Protetor Solar Facial SkinCeuticals - UV Oil Defense FPS 80 - 40g 1 – Protetor Solar Facial SkinCeuticals - UV Oil Defense FPS 80 - 40g  UV Oil Defense FPS80 é um protetor solar facial inovador que garante muito alta proteção FPS 80, combinada ao controle da oleosidade ao longo do dia com uma textura leve e confortável.  Sua fórmula possui amplo espectro de proteção atuando desde o UVB até o UVA longo, protegendo a pele do envelhecimento proveniente da exposição ao sol.   Mesmo com muito alta proteção, em função de sua tecnologia exclusiva, a Mimetic Technology, UV Oil Defense FPS80 é capaz de se adaptar à superfície cutânea, com efeito segunda pele. Essa tecnologia traz um acabamento imperceptível ao toque, com sensação confortável na pele e sem filme branco.  Indicado:  Todos os tipos de pele, inclusive mistas e oleosas.  Benefícios:  • Muito alta proteção solar FPS 80;  • Sistema de proteção inteligente ultra-resistente;  • Alta absorção e controle da oleosidade;  • Exclusiva Mimetic Technology: com efeito segunda pele, sem filme branco.  Ativos:  Pela primeira vez SkinCeuticals conseguiu desenvolver uma fórmula que combinasse a mais alta proteção FPS 80 com uma textura leve e imperceptível. Devido a um sistema especial de filtros, majoritariamente hidrofílicos (a base de água), ele consegue atingir um FPS maior sem tornar a textura pesada. Com a exclusiva Mimetic Technology, sua fórmula gel-polimera ao secar forma uma rede super aderente que mimetiza o aspecto natural da pele, promovendo um acabamento leve, confortável e imperceptível.  Modo de Usar:  Utilizar diariamente mesmo em dias de chuva. Aplique abundantemente sobre a pele antes da exposição ao sol. Se a quantidade aplicada não for adequada, o nível de proteção será significativamente reduzido. É necessária a reaplicação do produto para manter a sua efetividade.";80
Sérum Hidratante Neutrogena – Hydro Boost - 30ml; Neutrogena;Um sérum hidratante concentrado para uso diário, com Ácido Hialurônico, Pró-Vitamina B5 e Glicerina. Hidrata intensamente e fortalece a barreira cutânea contra a perda de água, mantendo a pele macia, fortalecida e hidratada por 24 horas.  Benefícios do Produto: -Combate até 100% do ressecamento: protege contra a perda de água ao longo do dia. -Penetra a superfície da pele em 9 camadas de profundidade: hidratação duradoura e contínua. -Melhora a textura e a uniformidade da pele em apenas 4 semanas. -Fórmula com toque ultraleve e oil free. -Não comedogênico, sem fragrância, sem parabenos e sem óleo mineral. -Indicado para todos os tipos de pele, inclusive peles sensíveis.  Modo de Uso: Aplicar de 4 a 5 gotas do produto nas mãos e espalhar suavemente sobre o rosto e pescoço previamente limpos. Para uma hidratação extra, utilizar também o Neutrogena Hydro Boost Water Gel após a aplicação.  Precauções: Somente para uso externo. Não ingerir. Evite contato direto com os olhos. Em caso de contato acidental com os olhos, enxaguar abundantemente. Havendo irritação, suspenda o uso e procure por orientação médica. Manter fora do alcance de crianças. USO ADULTO. Conservar em local fresco e protegido da luz solar direta.;0
Vichy Kit - Protetor Solar + Gel de Limpeza - Kit; Vichy;Brinde Card Sample Banderas Icon Woman 1Un (Imagem Ilustrativa);0
Água Micelar 7 em 1 Neutrogena - Purified Skin - 200ml; Neutrogena;O que é e para que serve? Mantenha a pele limpa e purificada com a Água Micelar Demaquilante NEUTROGENA® Purified Skin. Uma limpeza refrescante que elimina toxinas enquanto controla e reduz a oleosidade com o uso contínuo.  Benefícios e diferenciais: -Limpa a pele efetivamente -Demaquila e remove a maquiagem, inclusive à prova d’água -Reduz a oleosidade da pele -Desobstrui os poros -Purifica, refresca e suaviza a pele -Fórmula suave: respeita o pH da pele e não danifica sua barreira natural -Indicado para peles mistas e oleosas  Como usar: Umedeça um algodão com o produto e aplique sobre o rosto, área dos olhos, lábios e pescoço com movimentos delicados. Não é necessário enxaguar.  Precauções: Uso externo.  Não ingerir.  Não aplicar sobre a pele lesionada ou irritada.  Em caso de irritação descontinuar o uso e procurar orientação médica.  Conservar fora do alcance de crianças.  A Marca: Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil. Seus dermocosméticos atendem a diversos públicos, tratando intensamente desde a hidratação da pele até os cuidados com o sol.;0
Água Micelar 7 em 1 Neutrogena - Purified Skin - 400ml; Neutrogena;O que é e para que serve? Mantenha a pele limpa e purificada com a Água Micelar Demaquilante NEUTROGENA® Purified Skin. Uma limpeza refrescante que elimina toxinas enquanto controla e reduz a oleosidade com o uso contínuo.  Benefícios e diferenciais: -Limpa a pele efetivamente -Demaquila e remove a maquiagem, inclusive à prova d’água -Reduz a oleosidade da pele -Desobstrui os poros -Purifica, refresca e suaviza a pele -Fórmula suave: respeita o pH da pele e não danifica sua barreira natural -Indicado para peles mistas e oleosas  Como usar: Umedeça um algodão com o produto e aplique sobre o rosto, área dos olhos, lábios e pescoço com movimentos delicados. Não é necessário enxaguar.  Precauções: Uso externo.  Não ingerir.  Não aplicar sobre a pele lesionada ou irritada.  Em caso de irritação descontinuar o uso e procurar orientação médica.  Conservar fora do alcance de crianças.  A Marca: Neutrogena é uma empresa fundada em 1930 por Emanuel Stolarof, especializada em produtos dermatológicos para cuidados com a pele que, desde 1996, passou a ser comercializada no Brasil através da Johnson & Johnson Brasil. Seus dermocosméticos atendem a diversos públicos, tratando intensamente desde a hidratação da pele até os cuidados com o sol.;0
Água Micelar Neutrogena – Hydro Boost 7 em 1 - 200ml; Neutrogena;"O que é e para que serve?  Água Micelar com Ácido Hialurônico e exclusiva tecnologia Tripla Micelar, oferece 7 benefícios em 1 só produto: limpa a pele efetivamente; remove a maquiagem, inclusive à prova d’água; hidrata; revitaliza; tonifica; reequilibra e suaviza. Fórmula que respeita o pH da pele e não danifica sua barreira natural.  Benefícios e diferenciais:  -Contém ácido hialurônico: hidrata por 24 horas -Limpa a pele efetivamente -Remove a maquiagem -Revitaliza; tonifica; reequilibra e suaviza -Sem álcool. Dermatologicamente testado. Oftalmologicamente testado -Indicado para pele normal a seca  Como usar:  Umedeça um algodão com o produto e aplique sobre o rosto, área dos olhos, lábios e pescoço com movimentos delicados. Não é necessário enxaguar.  Precauções:  Uso externo. Não ingerir. Não aplicar sobre a pele lesionada ou irritada. Em caso de irritação descontinuar o uso e procurar orientação médica. Conservar fora do alcance de crianças.";0
